id_paper0,id_paper1
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","JANZ KF, 2005, AM J PREV MED, V29, P171, DOI 10.1016/J.AMEPRE.2005.06.001"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","JORDAN A, 2004, J DEV BEHAV PEDIATR, V25, P196, DOI 10.1097/00004703-200406000-00009"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","KIJKWIJZER, 2016, MED"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","LEE SJ, 2009, BRIT J DEV PSYCHOL, V27, P123, DOI 10.1348/026151008X401336"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","LEMMENS JS, 2011, J YOUTH ADOLESCENCE, V40, P38, DOI 10.1007/S10964-010-9558-X"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","LENHART A., 2008, TEENS VIDEOGAMES CIV"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","LIVINGSTONE S., 2011, TECHNICAL REPORT USE"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","MAGEE CA, 2014, JAMA PEDIATR, V168, P465, DOI 10.1001/JAMAPEDIATRICS.2013.4183"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","MCQUILLAN H, 2009, J CHILD MEDIA, V3, P366, DOI 10.1080/17482790903233408"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","NIKKEN P, 2015, J CHILD FAM STUD, V24, P3423, DOI 10.1007/S10826-015-0144-4"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","O'KEEFFE GS, 2011, PEDIATRICS, V127, P800, DOI 10.1542/PEDS.2011-0054"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","OFCOM, 2014, CHILDR PAR MED US AT"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","PAUS-HASEBRINK I., 2014, CHILDRENS ONLINE EXP"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","PEW RESEARCH CENTER, 2011, TEENS KINDN CRUELT S"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","RIDEOUT V. J., 2010, GENERATION M2 MEDIA"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","ROBERTS DF, 2008, FUTURE CHILD, V18, P11, DOI 10.1353/FOC.0.0000"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","ROSEN LD, 2014, COMPUT HUM BEHAV, V35, P364, DOI 10.1016/J.CHB.2014.01.036"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","SHINER R, 2003, J CHILD PSYCHOL PSYC, V44, P2, DOI 10.1111/1469-7610.00101"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","SIGMAN A, 2012, ARCH DIS CHILD, V97, P935, DOI 10.1136/ARCHDISCHILD-2012-302196"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","SISSON SB, 2010, J ADOLESCENT HEALTH, V47, P309, DOI 10.1016/J.JADOHEALTH.2010.02.016"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","STATISTA, 2015, AV DAIL TV VIEW TIM"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","SUBRAHMANYAM K, 2001, J APPL DEV PSYCHOL, V22, P7, DOI 10.1016/S0193-3973(00)00063-0"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","VAALA SARAH E., 2013, ZERO 3, V33, P18"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","VAN DEN BEEMT A, 2011, J COMPUT ASSIST LEAR, V27, P103, DOI 10.1111/J.1365-2729.2010.00384.X"
"DUURSMA E, 2017, J CHILD FAM STUD, V26, P612, DOI 10.1007/S10826-016-0584-5","VAN DORSSELAER S., 2005, HBSC 2005"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","BENKLER Y., 2006, WEALTH NETWORKED SOC, V1"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","BIMBER B, 2012, COMMUN SOC POLIT, P1, DOI 10.1017/CBO9780511978777"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","CASTELLS M., 1996, INFORM AGE EC SOC CU, V1"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","DRAGOMIR M., 2013, MAPPING DIGITAL MEDI"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","LIVINGSTONE S., 2005, MEDIA LITERACY CHALL"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","NEGROPONTE N., 1995, BEING DIGITAL"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","PODESTA D., 2016, MEDIA LATIN AM PATH"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","PRENSKY M., 2001, HORIZON, V9, P1, DOI DOI 10.1108/10748120110424816"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","VAN DEURSEN A., 2009, GOVT INFORM Q PUBLIC"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","VAN DIJK J., 2005, DEEPENING DIVIDE INE"
"DANOV D, 2017, CHUZHDOEZIKOVO OBUC, V44, P42","VAN DIJK J., 2005, NETWORK SOC SOCIAL A"
"OSMANCEVIC L, 2017, MEDIJSKE STUD, V8, P122","FRAUMELGS D, 2017, PUBLIC POLICIES MEDI"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","AUFDERHEIDE P., 1993, MEDIA LITERACY REPOR"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","BROOK D., 2016, STANFORD RES FIND ST"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","CHEN D. T. V., 2011, J SYSTEMICS CYBERNET, V9, P84"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","EUROPEAN COMMISSION, 2009, COMM REC MED LIT DIG"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","FEDOROV A. V., 2010, DICT TERMS MEDIA ED"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","GERBNER G., 1995, NEW CITIZEN, V2"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","GRABER D., 2012, J MEDIA LITERACY ED, V4, P82"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","JENKINS H., 2006, CONFRONTING CHALLENG"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","KELLNER DOUGLAS, 2007, LEARNING INQUIRY, V1, P59, DOI DOI 10.1007/S11519-007-0004-2"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","KOC M, 2016, COMPUT HUM BEHAV, V63, P834, DOI 10.1016/J.CHB.2016.06.035"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","LEANING M., 2009, ISSUES INFORM MEDIA"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","LYNCH MICHAEL P., 2016, NY TIMES"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","MCLOUGHLIN C., 2007, ASCILITE SING"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","SHARE J., 2002, MEDIA LITERACY IS EL"
"FIIALKA S, 2017, MEDIAOBRAZOVANIE, P7","STRAWSER M., 2017, ENHANCING 21 CENTURY"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","BUCKINGHAM DAVID, 2003, MEDIA ED LITERACY LE"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","GALAKTIONOVA T. G., 2016, 8 INT SCI PRACT C PE, P13"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","GALAKTIONOVA T. G., 2016, INTRO READING MASTER"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","GALAKTIONOVA T. G., 2017, SCI OPINION, P81"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","JENKINS H., 2006, CONVERGENCE CULTURE"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","KAZAK M. Y., 2012, SPECIFICITY CONT MED"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","KOLESNIKOVA I. A., 2013, LIFELONG ED 21 CENTU"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","KUBEY R., 1997, MEDIA ED PORTRAITS E"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","LARSEN K., 2012, FAN CULTURE THEORY P"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","LAU H., 2010, INFORM LITERACY INT"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","MOKSHINA Y. L., 2017, PHILOLOGICAL SCI ISS, V3-3, P204"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","PRASOLOVA A. K., 2009, THESIS"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","SIMMONS J., 1994, READING DOING INTRO"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","TSVETKOVA M., 2016, HUMANITIES 21 CENTUR"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","WHITEMAN N., 2007, THESIS"
"GALAKTIONOVA T, 2017, MEDIAOBRAZOVANIE, P47","WORSNOP C., 1999, SCREENING IMAGES IDE"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","BALMAEVA S., 2016, NEW MEDIA HAVE CHANG"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","FEDOROV A., 2004, MEDIA ED MEDIA LITER"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","FEDOROV A., 2015, DISTANCE VIRTUAL LEA, V4, P73"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","FEDOROV A., 2012, B PRACTICAL PSYCHOL, V1, P118"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","FEDOROV A., 2005, HIGHER ED RUSSIA, V6, P134"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","GENDINA N. I., 2013, INFORM SOC, V4, P77"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","GENDINA N. I., 2012, INFORM TRAINING MEDI"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","GONCHAROVA T. M., 2011, B CHELYABINSK STATE, V6, P43"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","HOBBS R., 2016, JOURNALISM ED, V5-1, P61"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","KLEEMANS M., 2016, JOURNALISM ED, V5-1, P74"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","KORNEV M. S., 2016, COLLECTION ARTICLES"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","KOROCHENSKY A. P., 2004, HIGHER ED RUSSIA, V2004, P40"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","KRAVCHUK V. A., 2012, PUBLIC ED PEDAGOGY, V2, P28"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","MOLCHANOVA T. V., 2011, MAGISTER DIXIT, V5, P77"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","NAFTALIEVA V. O., 2011, PHILOS PROBLEMS INFO, V2, P182"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","NEMIRICH A. A., 2011, PUBLIC ED PEDAGOGY, V2, P47"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","PAVLUSHKINA N. A., 2017, SIGN PROBLEM FIELD M, V1, P124"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","SCHMIDT H. C., 2015, J MEDIA LITERACY ED, V7, P50"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","STERNIN I. A., 2013, B VSU P, V2, P209"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","STOLBOVA Y. E., 2013, YAROSLAVL PEDAGOGICA, V1, P99"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","TALALAEVA E. M., 2009, SCI B BELGOROD STATE, V14-1, P82"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","THE JOURNAL OF MEDIA LITERACY EDUCATION, 2017, J MEDIA LITERACY ED"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","ZHILAVSKAYA I. V., 2007, MEDIA ED THEORY PRAC, P270"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","ZHIZHINA M. V., 2008, P SARATOV U PPP, V8, P81"
"TEPLYASHINA AN, 2017, MEDIAOBRAZOVANIE, P62","ZIMNYAYA I. A., 2000, PEDAGOGICAL PSYCHOL"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","ALVERMANN DE, 2000, J EDUC RES, V93, P193, DOI 10.1080/00220670009598707"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","ANDERSON J., 2010, ICT TRANSFORMING ED"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BALL SJ, 2012, GLOBAL EDUCATION INC: NEW POLICY NETWORKS AND THE NEO-LIBERAL IMAGINARY, P1"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BALL SJ, 2009, J EDUC POLICY, V24, P83, DOI 10.1080/02680930802419474"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BAWDEN D., 2008, DIGITAL LITERACIES C, P17"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BERGSMA L., 2011, J MEDIA LITERACY ED, V3, P25"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BUCKINGHAM D., 2008, DIGITAL LITERACIES C, P73"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BURN A., 2007, MEDIA LITERACY SCH P"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","BURNETT C, 2011, ENGL TEACH-PRACT CRI, V10, P41"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","CHEN D. T. V., 2011, J SYSTEMICS CYBERNET, V9, P84"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","CHEUNG CK, 2009, MEDIA EDUCATION IN ASIA, P1, DOI 10.1007/978-1-4020-9529-0_1"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","CHEUNG CK, 2009, INT REV EDUC, V55, P39, DOI 10.1007/S11159-008-9111-2"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","CHU D, 2009, MEDIA EDUCATION IN ASIA, P79, DOI 10.1007/978-1-4020-9529-0_7"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","DOERR-STEVENS C, 2016, PEDAGOGIES, V11, P335, DOI 10.1080/1554480X.2016.1229621"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","DRUICK Z, 2016, INT J COMMUN-US, V10, P1125"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","ESHET-ALKALAI Y., 2004, J ED MULTIMEDIA HYPE, V13, P93"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","GAINER J., 2007, LANG ARTS, V85, P106"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","GARCIA A, 2013, LEARN MEDIA TECHNOL, V38, PCP9, DOI 10.1080/17439884.2013.782040"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","GEE J. P., 1990, SOCIAL LINGUISTICS L"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","GEORGE C., 2012, FREEDOM PRESS JOURNA"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","HENG S. K., 2011, MOE WORKPL SEM"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","HOBBS R., 2010, DIGITAL MEDIA LITERA"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","HOBBS R., 2011, DIGITAL MEDIA LITERA"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","HOBBS R., 2009, J MEDIA LITERACY ED, V1, P1"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","HOBBS R, 2007, READING MEDIA MEDIA"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","IDA, 2013, ANN SURV INF US HOUS"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","INFOCOMM DEVELOPMENT AUTHORITY OF SINGAPORE, 2015, IN2025 MAST"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","INFOCOMM DEVELOPMENT AUTHORITY (IDA), 2000, INFOCOMM"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","ISTE, 2016, STAND STUD"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","JENKINS H., 2009, CONFRONTING CHALLENG"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","JESSOP B, 2008, ENVIRON PLANN D, V26, P389, DOI 10.1068/D9107"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","KAY K, 2010, 21 CENTURY SKILLS RE, PR 13"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","KOH AARON, 2010, TACTICAL GLOBALIZATI"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LANKSHEAR COLIN, 2011, NEW LITERACIES EVERY"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LANKSHEAR C., 2003, NEW LITERACIES CHANG"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LANKSHEAR C, 2008, DIGITAL LITERACIES C, P1"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LENHART A., 2007, TEENS SOCIAL MEDIA"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIM L, 2014, DISCOURSE-ABINGDON, V35, P692, DOI 10.1080/01596306.2014.927173"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIM S. S., 2011, INT PERSPECTIVES YOU, P84"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIM SS, 2013, LEARN MEDIA TECHNOL, V38, P145, DOI 10.1080/17439884.2013.756515"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIN TB, 2015, ASIA PAC J EDUC, V35, P423, DOI 10.1080/02188791.2013.860012"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIVINGSTONE S, 2009, CHILDREN INTERNET"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","LIVINGSTONE S., 2008, COMMUNICATION CULTUR, V1, P51, DOI DOI 10.1111/J.1753-9137.2007.00006.X"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MERCHANT G, 2009, J RES READ, V32, P38, DOI 10.1111/J.1467-9817.2008.01380.X"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MINISTRY OF EDUCATION, AB US OUR MISS"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MINISTRY OF EDUCATION, 2008, ENGL LANG SYLL 2010"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MINISTRY OF EDUCATION, 2009, 21 CENT COMP"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MINISTRY OF EDUCATION, 4 MAST ICT ED"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","MORRELL E., 2013, CRITICAL MEDIA PEDAG"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","[ANONYMOUS], 5012 OER CW ATS2020"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","NATIONAL YOUTH COUNCIL, 2014, STAT YOUTH SING"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","PANGRAZIO L, 2016, DISCOURSE-ABINGDON, V37, P163, DOI 10.1080/01596306.2014.942836"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","POTTER WJ, 2010, J BROADCAST ELECTRON, V54, P675, DOI 10.1080/08838151.2011.521462"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","REILLY E., 2012, SHALL WE PLAY"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","RIZVI F, 2010, GLOBALIZING EDUCATION POLICY, P1"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","SEFTON-GREEN J, 2009, PEDAGOGIES, V4, P107, DOI 10.1080/15544800902741556"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","STREET B, 1995, SOCIAL LITERACIES"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","WENINGER C., RES PAPERS ED, DOI [10.1080/02671522.2017.1286683, DOI 10.1080/02671522.2017.1286683]"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","WENINGER C., 2017, MULTIDISCIPLINARY AP, P399"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","WENINGER C, 2016, J ADOLESC ADULT LIT, V59, P635, DOI 10.1002/JAAL.450"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","WILLIAMS C, 2013, J EDUC POLICY, V28, P792, DOI 10.1080/02680939.2013.776117"
"WENINGER C, 2017, ASIA PAC J EDUC, V37, P500, DOI 10.1080/02188791.2017.1336429","[ANONYMOUS], 2015, P21 FRAM DEF"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","AUFDERHEIDE P., 1993, MEDIA LITERACY REPOR"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","DEPARTEMENT CULTUUR JEUGD SPORT EN MEDIA (CJSM), 2012, OPR IND PROJ INR KEN"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","EUROPEAN COMMISSION, 2009, COMM REC MED LIT DIG"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","FRAU-MEIGS D., 2017, PUBLIC POLICIES MEID"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","GATZ S., 2014, BELEIDSBRIEF CULTUUR"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","HOBBS R, 2005, J COMMUN, V55, P865"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","HOBBS R, 2011, J BROADCAST ELECTRON, V55, P419, DOI 10.1080/08838151.2011.597594"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","HOECHSMANN MICHAEL, 2012, MEDIA LITERACIES CRI"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","INGEN HOUSZ I., 2011, IRIS PLUS, P39"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","IBBT, 2012, FORM AANVR PROJ TER"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","POTTER WJ, 2013, SOCIOL COMPASS, V7, P417, DOI 10.1111/SOC4.12041"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","JENKINS H., 2006, CONVERGENCE CULTURE"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","LIETEN I., 2010, BELEIDSBRIEF MEDIA 2"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","LIETEN I., 2012, CONCEPTNOTA MEDIAWIJ"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","LIETEN I., 2009, BELEIDSNOTA 2009 201"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","LIVINGSTONE S, 2004, COMMUNICATION REV, V7, P3, DOI DOI 10.1080/10714420490280152"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","LIVINGSTONE S, 2012, MEDIJSKE STUD, V3, P2"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","MARSDEN C., 2011, INTERNET COREGULATIO"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","MEDIAWIJS. BE, 2014, VIS 2015 2017"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","ONEILL B., 2008, MEDIA LITERACY PUBLI"
"VAN AUDENHOVE L, 2017, TIJDSCHR COMMUNWET, V45, P244","O'NEILL B., 2010, INT COMMUNICATION GA, V72, P323"
